,nmos_rvt:@:nfet_phig:@:IGNC,pmos_rvt:@:pfet_phig:@:IGNC,LoadCap,vdd,number_fin,t_fall_delay,t_rise_delay,temper
53,-1.2438,0.6697,1f,0.6,1,2.953137e-11,1.264895e-11,125.0
54,0.6131,-1.1911,1f,0.6,1,4.299256e-11,1.690525e-11,125.0
55,0.3824,0.9694,1f,0.6,1,2.886192e-11,1.638474e-11,125.0
56,-1.8849,0.6073,1f,0.6,1,3.188756e-11,1.163511e-11,125.0
57,0.8013,0.2451,1f,0.6,1,3.206636e-11,1.743695e-11,125.0
58,-1.3209,0.8362,1f,0.6,1,2.876619e-11,1.251872e-11,125.0
59,-2.4502,-1.2897,1f,0.6,1,4.454657e-11,1.08407e-11,125.0
60,0.0,0.0,1f,0.6,1,3.191034e-11,1.436503e-11,75.0
61,-0.8014,-0.8294,1f,0.6,1,3.716987e-11,1.252967e-11,75.0
62,-0.2677,0.215,1f,0.6,1,3.079739e-11,1.375719e-11,75.0
63,1.6757,0.8946,1f,0.6,1,2.71197e-11,1.896361e-11,75.0
64,0.2014,1.0447,1f,0.6,1,2.659276e-11,1.483173e-11,75.0
65,-1.7987,2.7742,1f,0.6,1,2.156921e-11,1.157016e-11,75.0
66,0.656,-1.2719,1f,0.6,1,4.274625e-11,1.59005e-11,75.0
67,-0.4937,0.4482,1f,0.6,1,2.927592e-11,1.324501e-11,75.0
68,0.3209,1.4379,1f,0.6,1,2.517059e-11,1.511136e-11,75.0
69,-0.5189,-0.378,1f,0.6,1,3.413736e-11,1.31838e-11,75.0
70,0.5518,0.3415,1f,0.6,1,2.980339e-11,1.565365e-11,75.0
71,0.29,-0.1841,1f,0.6,1,3.295115e-11,1.503223e-11,75.0
72,0.8485,-0.7446,1f,0.6,1,3.658692e-11,1.638683e-11,75.0
73,-1.2438,0.6697,1f,0.6,1,2.820047e-11,1.181985e-11,75.0
74,0.6131,-1.1911,1f,0.6,1,4.178949e-11,1.57959e-11,75.0
75,0.3824,0.9694,1f,0.6,1,2.688788e-11,1.525328e-11,75.0
76,-1.8849,0.6073,1f,0.6,1,2.91921e-11,1.142235e-11,75.0
77,0.8013,0.2451,1f,0.6,1,3.057422e-11,1.626985e-11,75.0
78,-1.3209,0.8362,1f,0.6,1,2.747648e-11,1.170362e-11,75.0
79,-2.4502,-1.2897,1f,0.6,1,4.206146e-11,1.061276e-11,75.0
80,0.0,0.0,1f,0.6,1,3.060745e-11,1.333745e-11,25.0
81,-0.8014,-0.8294,1f,0.6,1,3.588119e-11,1.176862e-11,25.0
82,-0.2677,0.215,1f,0.6,1,2.919348e-11,1.271214e-11,25.0
83,1.6757,0.8946,1f,0.6,1,2.579495e-11,1.763584e-11,25.0
84,0.2014,1.0447,1f,0.6,1,2.547173e-11,1.381118e-11,25.0
85,-1.7987,2.7742,1f,0.6,1,2.046063e-11,1.093316e-11,25.0
86,0.656,-1.2719,1f,0.6,1,3.957041e-11,1.48764e-11,25.0
87,-0.4937,0.4482,1f,0.6,1,2.784608e-11,1.226936e-11,25.0
88,0.3209,1.4379,1f,0.6,1,2.417415e-11,1.409269e-11,25.0
89,-0.5189,-0.378,1f,0.6,1,3.264924e-11,1.222486e-11,25.0
90,0.5518,0.3415,1f,0.6,1,2.845377e-11,1.46334e-11,25.0
91,0.29,-0.1841,1f,0.6,1,3.160312e-11,1.40144e-11,25.0
92,0.8485,-0.7446,1f,0.6,1,3.517727e-11,1.534615e-11,25.0
93,-1.2438,0.6697,1f,0.6,1,2.695239e-11,1.173865e-11,25.0
94,0.6131,-1.1911,1f,0.6,1,3.881435e-11,1.477402e-11,25.0
95,0.3824,0.9694,1f,0.6,1,2.573986e-11,1.42352e-11,25.0
96,-1.8849,0.6073,1f,0.6,1,2.914241e-11,1.079487e-11,25.0
97,0.8013,0.2451,1f,0.6,1,2.893979e-11,1.523365e-11,25.0
98,-1.3209,0.8362,1f,0.6,1,2.628617e-11,1.161839e-11,25.0
99,-2.4502,-1.2897,1f,0.6,1,3.93543e-11,1.004043e-11,25.0
100,0.0,0.0,1f,0.6,1,3.020392e-11,1.290254e-11,0.0
101,-0.8014,-0.8294,1f,0.6,1,3.89507e-11,1.234081e-11,0.0
102,-0.2677,0.215,1f,0.6,1,2.853587e-11,1.232861e-11,0.0
103,1.6757,0.8946,1f,0.6,1,2.550699e-11,1.714577e-11,0.0
104,0.2014,1.0447,1f,0.6,1,2.5116e-11,1.338392e-11,0.0
105,-1.7987,2.7742,1f,0.6,1,1.976786e-11,1.068678e-11,0.0
106,0.656,-1.2719,1f,0.6,1,3.922426e-11,1.446075e-11,0.0
107,-0.4937,0.4482,1f,0.6,1,2.748832e-11,1.195049e-11,0.0
108,0.3209,1.4379,1f,0.6,1,2.384299e-11,1.366926e-11,0.0
109,-0.5189,-0.378,1f,0.6,1,3.227408e-11,1.190794e-11,0.0
110,0.5518,0.3415,1f,0.6,1,2.807401e-11,1.421607e-11,0.0
111,0.29,-0.1841,1f,0.6,1,3.120874e-11,1.359065e-11,0.0
112,0.8485,-0.7446,1f,0.6,1,3.478829e-11,1.49313e-11,0.0
113,-1.2438,0.6697,1f,0.6,1,2.661222e-11,1.146701e-11,0.0
114,0.6131,-1.1911,1f,0.6,1,3.846206e-11,1.435785e-11,0.0
115,0.3824,0.9694,1f,0.6,1,2.538277e-11,1.381373e-11,0.0
116,-1.8849,0.6073,1f,0.6,1,2.632125e-11,1.055272e-11,0.0
117,0.8013,0.2451,1f,0.6,1,2.852311e-11,1.481867e-11,0.0
118,-1.3209,0.8362,1f,0.6,1,2.593482e-11,1.135167e-11,0.0
119,-2.4502,-1.2897,1f,0.6,1,3.913582e-11,9.827991e-12,0.0
120,0.0,0.0,1f,0.6,1,2.929381e-11,1.248855e-11,-25.0
121,-0.8014,-0.8294,1f,0.6,1,3.86073e-11,1.20101e-11,-25.0
122,-0.2677,0.215,1f,0.6,1,2.826677e-11,1.202252e-11,-25.0
123,1.6757,0.8946,1f,0.6,1,2.527329e-11,1.675114e-11,-25.0
124,0.2014,1.0447,1f,0.6,1,2.479746e-11,1.297362e-11,-25.0
125,-1.7987,2.7742,1f,0.6,1,2.039552e-11,1.046236e-11,-25.0
126,0.656,-1.2719,1f,0.6,1,3.90005e-11,1.406718e-11,-25.0
127,-0.4937,0.4482,1f,0.6,1,2.804789e-11,1.265486e-11,-25.0
128,0.3209,1.4379,1f,0.6,1,2.354257e-11,1.3264e-11,-25.0
129,-0.5189,-0.378,1f,0.6,1,3.443018e-11,1.259816e-11,-25.0
130,0.5518,0.3415,1f,0.6,1,2.774554e-11,1.381965e-11,-25.0
131,0.29,-0.1841,1f,0.6,1,3.08756e-11,1.318487e-11,-25.0
132,0.8485,-0.7446,1f,0.6,1,3.450286e-11,1.454153e-11,-25.0
133,-1.2438,0.6697,1f,0.6,1,2.687432e-11,1.12216e-11,-25.0
134,0.6131,-1.1911,1f,0.6,1,3.822305e-11,1.396323e-11,-25.0
135,0.3824,0.9694,1f,0.6,1,2.506491e-11,1.341116e-11,-25.0
136,-1.8849,0.6073,1f,0.6,1,2.606205e-11,1.033245e-11,-25.0
137,0.8013,0.2451,1f,0.6,1,2.82017e-11,1.442804e-11,-25.0
138,-1.3209,0.8362,1f,0.6,1,2.639387e-11,1.110936e-11,-25.0
139,-2.4502,-1.2897,1f,0.6,1,3.892276e-11,9.627871e-12,-25.0
140,0.0,0.0,1f,0.6,2,1.611284e-11,8.324341e-12,50.0
141,-0.8014,-0.8294,1f,0.6,2,1.961893e-11,7.445764e-12,50.0
142,-0.2677,0.215,1f,0.6,2,1.566692e-11,8.022508e-12,50.0
143,1.6757,0.8946,1f,0.6,2,1.596669e-11,1.081517e-11,50.0
144,0.2014,1.0447,1f,0.6,2,1.439024e-11,8.566064e-12,50.0
145,-1.7987,2.7742,1f,0.6,2,1.161453e-11,6.628387e-12,50.0
146,0.656,-1.2719,1f,0.6,2,2.147716e-11,9.151992e-12,50.0
147,-0.4937,0.4482,1f,0.6,2,1.498286e-11,7.778092e-12,50.0
148,0.3209,1.4379,1f,0.6,2,1.369324e-11,8.71449e-12,50.0
149,-0.5189,-0.378,1f,0.6,2,1.865111e-11,7.748482e-12,50.0
150,0.5518,0.3415,1f,0.6,2,1.529769e-11,9.014401e-12,50.0
151,0.29,-0.1841,1f,0.6,2,1.671387e-11,8.673662e-12,50.0
152,0.8485,-0.7446,1f,0.6,2,1.977744e-11,9.427841e-12,50.0
153,-1.2438,0.6697,1f,0.6,2,1.447123e-11,7.001532e-12,50.0
154,0.6131,-1.1911,1f,0.6,2,2.112329e-11,9.093298e-12,50.0
155,0.3824,0.9694,1f,0.6,2,1.46167e-11,8.792627e-12,50.0
156,-1.8849,0.6073,1f,0.6,2,1.660306e-11,6.555176e-12,50.0
157,0.8013,0.2451,1f,0.6,2,1.580968e-11,9.361719e-12,50.0
158,-1.3209,0.8362,1f,0.6,2,1.499945e-11,6.930795e-12,50.0
159,-2.4502,-1.2897,1f,0.6,2,2.160885e-11,6.098775e-12,50.0
160,0.0,0.0,1f,0.6,2,1.836644e-11,8.810848e-12,100.0
161,-0.8014,-0.8294,1f,0.6,2,2.098911e-11,7.874688e-12,100.0
162,-0.2677,0.215,1f,0.6,2,1.635418e-11,8.481473e-12,100.0
163,1.6757,0.8946,1f,0.6,2,1.480138e-11,1.155876e-11,100.0
164,0.2014,1.0447,1f,0.6,2,1.434911e-11,9.076767e-12,100.0
165,-1.7987,2.7742,1f,0.6,2,1.212229e-11,6.883724e-12,100.0
166,0.656,-1.2719,1f,0.6,2,2.172803e-11,9.721312e-12,100.0
167,-0.4937,0.4482,1f,0.6,2,1.579028e-11,8.219761e-12,100.0
168,0.3209,1.4379,1f,0.6,2,1.386706e-11,9.240325e-12,100.0
169,-0.5189,-0.378,1f,0.6,2,1.93204e-11,8.188284e-12,100.0
170,0.5518,0.3415,1f,0.6,2,1.653726e-11,9.569821e-12,100.0
171,0.29,-0.1841,1f,0.6,2,1.90181e-11,9.194799e-12,100.0
172,0.8485,-0.7446,1f,0.6,2,1.998387e-11,1.002525e-11,100.0
173,-1.2438,0.6697,1f,0.6,2,1.719955e-11,7.408005e-12,100.0
174,0.6131,-1.1911,1f,0.6,2,2.20201e-11,9.656652e-12,100.0
175,0.3824,0.9694,1f,0.6,2,1.480854e-11,9.325965e-12,100.0
176,-1.8849,0.6073,1f,0.6,2,1.53125e-11,6.887605e-12,100.0
177,0.8013,0.2451,1f,0.6,2,1.81491e-11,9.952365e-12,100.0
178,-1.3209,0.8362,1f,0.6,2,1.572158e-11,7.326803e-12,100.0
179,-2.4502,-1.2897,1f,0.6,2,2.238558e-11,6.416332e-12,100.0
180,0.0,0.0,1f,0.6,2,1.878387e-11,9.092638e-12,125.0
181,-0.8014,-0.8294,1f,0.6,2,2.103398e-11,8.114104e-12,125.0
182,-0.2677,0.215,1f,0.6,2,1.824961e-11,8.746445e-12,125.0
183,1.6757,0.8946,1f,0.6,2,1.532386e-11,1.212312e-11,125.0
184,0.2014,1.0447,1f,0.6,2,1.501533e-11,9.372408e-12,125.0
185,-1.7987,2.7742,1f,0.6,2,1.233906e-11,7.087009e-12,125.0
186,0.656,-1.2719,1f,0.6,2,2.219358e-11,1.00503e-11,125.0
187,-0.4937,0.4482,1f,0.6,2,1.615497e-11,8.472132e-12,125.0
188,0.3209,1.4379,1f,0.6,2,1.422947e-11,9.544551e-12,125.0
189,-0.5189,-0.378,1f,0.6,2,1.955232e-11,8.439192e-12,125.0
190,0.5518,0.3415,1f,0.6,2,1.800173e-11,9.890888e-12,125.0
191,0.29,-0.1841,1f,0.6,2,1.931961e-11,9.49634e-12,125.0
192,0.8485,-0.7446,1f,0.6,2,2.071669e-11,1.037039e-11,125.0
193,-1.2438,0.6697,1f,0.6,2,1.754053e-11,7.641347e-12,125.0
194,0.6131,-1.1911,1f,0.6,2,2.257889e-11,9.982223e-12,125.0
195,0.3824,0.9694,1f,0.6,2,1.577512e-11,9.634464e-12,125.0
196,-1.8849,0.6073,1f,0.6,2,1.564968e-11,7.077219e-12,125.0
197,0.8013,0.2451,1f,0.6,2,1.702222e-11,1.029365e-11,125.0
198,-1.3209,0.8362,1f,0.6,2,1.71898e-11,7.560301e-12,125.0
199,-2.4502,-1.2897,1f,0.6,2,2.303044e-11,6.594369e-12,125.0
200,0.0,0.0,1f,0.6,2,1.66406e-11,8.555337e-12,75.0
201,-0.8014,-0.8294,1f,0.6,2,2.141633e-11,7.652693e-12,75.0
202,-0.2677,0.215,1f,0.6,2,1.597584e-11,8.24094e-12,75.0
203,1.6757,0.8946,1f,0.6,2,1.563569e-11,1.11682e-11,75.0
204,0.2014,1.0447,1f,0.6,2,1.479289e-11,8.808539e-12,75.0
205,-1.7987,2.7742,1f,0.6,2,1.180433e-11,6.789327e-12,75.0
206,0.656,-1.2719,1f,0.6,2,2.192531e-11,9.422528e-12,75.0
207,-0.4937,0.4482,1f,0.6,2,1.545209e-11,7.989347e-12,75.0
208,0.3209,1.4379,1f,0.6,2,1.399563e-11,8.964203e-12,75.0
209,-0.5189,-0.378,1f,0.6,2,1.901713e-11,7.958984e-12,75.0
210,0.5518,0.3415,1f,0.6,2,1.598595e-11,9.278282e-12,75.0
211,0.29,-0.1841,1f,0.6,2,1.845294e-11,8.921137e-12,75.0
212,0.8485,-0.7446,1f,0.6,2,1.96334e-11,9.711768e-12,75.0
213,-1.2438,0.6697,1f,0.6,2,1.479031e-11,7.187144e-12,75.0
214,0.6131,-1.1911,1f,0.6,2,2.158336e-11,9.360982e-12,75.0
215,0.3824,0.9694,1f,0.6,2,1.418332e-11,9.045932e-12,75.0
216,-1.8849,0.6073,1f,0.6,2,1.583515e-11,6.714162e-12,75.0
217,0.8013,0.2451,1f,0.6,2,1.621752e-11,9.642414e-12,75.0
218,-1.3209,0.8362,1f,0.6,2,1.443123e-11,7.114163e-12,75.0
219,-2.4502,-1.2897,1f,0.6,2,2.198364e-11,6.251679e-12,75.0
220,0.0,0.0,1f,0.6,2,1.597762e-11,8.445161e-12,25.0
221,-0.8014,-0.8294,1f,0.6,2,1.950512e-11,7.534666e-12,25.0
222,-0.2677,0.215,1f,0.6,2,1.541899e-11,8.125227e-12,25.0
223,1.6757,0.8946,1f,0.6,2,1.47314e-11,1.049679e-11,25.0
224,0.2014,1.0447,1f,0.6,2,1.378401e-11,8.703456e-12,25.0
225,-1.7987,2.7742,1f,0.6,2,1.115679e-11,6.482476e-12,25.0
226,0.656,-1.2719,1f,0.6,2,2.087188e-11,8.908002e-12,25.0
227,-0.4937,0.4482,1f,0.6,2,1.485628e-11,7.870482e-12,25.0
228,0.3209,1.4379,1f,0.6,2,1.311551e-11,8.862269e-12,25.0
229,-0.5189,-0.378,1f,0.6,2,1.844364e-11,7.840235e-12,25.0
230,0.5518,0.3415,1f,0.6,2,1.493304e-11,8.776547e-12,25.0
231,0.29,-0.1841,1f,0.6,2,1.818445e-11,8.450842e-12,25.0
232,0.8485,-0.7446,1f,0.6,2,1.953244e-11,9.171616e-12,25.0
233,-1.2438,0.6697,1f,0.6,2,1.419666e-11,7.073477e-12,25.0
234,0.6131,-1.1911,1f,0.6,2,2.056852e-11,8.851927e-12,25.0
235,0.3824,0.9694,1f,0.6,2,1.421304e-11,8.564516e-12,25.0
236,-1.8849,0.6073,1f,0.6,2,1.455066e-11,6.410174e-12,25.0
237,0.8013,0.2451,1f,0.6,2,1.54201e-11,9.108457e-12,25.0
238,-1.3209,0.8362,1f,0.6,2,1.461991e-11,6.764438e-12,25.0
239,-2.4502,-1.2897,1f,0.6,2,2.127952e-11,5.956029e-12,25.0
240,0.0,0.0,1f,0.6,2,1.57264e-11,8.279456e-12,0.0
241,-0.8014,-0.8294,1f,0.6,2,1.939226e-11,7.387714e-12,0.0
242,-0.2677,0.215,1f,0.6,2,1.516854e-11,7.968017e-12,0.0
243,1.6757,0.8946,1f,0.6,2,1.472989e-11,1.02473e-11,0.0
244,0.2014,1.0447,1f,0.6,2,1.335183e-11,8.53055e-12,0.0
245,-1.7987,2.7742,1f,0.6,2,1.13498e-11,6.365887e-12,0.0
246,0.656,-1.2719,1f,0.6,2,2.069248e-11,8.715265e-12,0.0
247,-0.4937,0.4482,1f,0.6,2,1.468601e-11,7.718982e-12,0.0
248,0.3209,1.4379,1f,0.6,2,1.291198e-11,8.685017e-12,0.0
249,-0.5189,-0.378,1f,0.6,2,1.826092e-11,7.689547e-12,0.0
250,0.5518,0.3415,1f,0.6,2,1.514776e-11,8.993019e-12,0.0
251,0.29,-0.1841,1f,0.6,2,1.781822e-11,8.641186e-12,0.0
252,0.8485,-0.7446,1f,0.6,2,1.927059e-11,8.96912e-12,0.0
253,-1.2438,0.6697,1f,0.6,2,1.41002e-11,6.930773e-12,0.0
254,0.6131,-1.1911,1f,0.6,2,2.040137e-11,8.661327e-12,0.0
255,0.3824,0.9694,1f,0.6,2,1.376764e-11,8.764967e-12,0.0
256,-1.8849,0.6073,1f,0.6,2,1.44079e-11,6.295144e-12,0.0
257,0.8013,0.2451,1f,0.6,2,1.50697e-11,8.908394e-12,0.0
258,-1.3209,0.8362,1f,0.6,2,1.448691e-11,6.723303e-12,0.0
259,-2.4502,-1.2897,1f,0.6,2,2.125397e-11,5.84524e-12,0.0
260,0.0,0.0,1f,0.6,2,1.556745e-11,8.132321e-12,-25.0
261,-0.8014,-0.8294,1f,0.6,2,1.92597e-11,7.254165e-12,-25.0
262,-0.2677,0.215,1f,0.6,2,1.503879e-11,7.827985e-12,-25.0
263,1.6757,0.8946,1f,0.6,2,1.521403e-11,1.002251e-11,-25.0
264,0.2014,1.0447,1f,0.6,2,1.396927e-11,8.377048e-12,-25.0
265,-1.7987,2.7742,1f,0.6,2,1.122133e-11,6.260346e-12,-25.0
266,0.656,-1.2719,1f,0.6,2,2.089998e-11,8.966129e-12,-25.0
267,-0.4937,0.4482,1f,0.6,2,1.438768e-11,7.583072e-12,-25.0
268,0.3209,1.4379,1f,0.6,2,1.323802e-11,8.527675e-12,-25.0
269,-0.5189,-0.378,1f,0.6,2,1.801863e-11,7.55426e-12,-25.0
270,0.5518,0.3415,1f,0.6,2,1.497071e-11,8.828318e-12,-25.0
271,0.29,-0.1841,1f,0.6,2,1.613507e-11,8.485191e-12,-25.0
272,0.8485,-0.7446,1f,0.6,2,1.895591e-11,9.241864e-12,-25.0
273,-1.2438,0.6697,1f,0.6,2,1.392994e-11,6.808934e-12,-25.0
274,0.6131,-1.1911,1f,0.6,2,2.05676e-11,8.907344e-12,-25.0
275,0.3824,0.9694,1f,0.6,2,1.349253e-11,8.605753e-12,-25.0
276,-1.8849,0.6073,1f,0.6,2,1.425552e-11,6.191278e-12,-25.0
277,0.8013,0.2451,1f,0.6,2,1.509154e-11,9.176066e-12,-25.0
278,-1.3209,0.8362,1f,0.6,2,1.39136e-11,6.610757e-12,-25.0
279,-2.4502,-1.2897,1f,0.6,2,2.211273e-11,5.747541e-12,-25.0
280,0.0,0.0,1f,0.6,3,1.237254e-11,6.615442e-12,50.0
281,-0.8014,-0.8294,1f,0.6,3,1.362113e-11,5.946023e-12,50.0
282,-0.2677,0.215,1f,0.6,3,1.193053e-11,6.365729e-12,50.0
283,1.6757,0.8946,1f,0.6,3,1.088673e-11,8.576516e-12,50.0
284,0.2014,1.0447,1f,0.6,3,1.059331e-11,6.810531e-12,50.0
285,-1.7987,2.7742,1f,0.6,3,8.335614e-12,5.128321e-12,50.0
286,0.656,-1.2719,1f,0.6,3,1.558392e-11,7.304672e-12,50.0
287,-0.4937,0.4482,1f,0.6,3,1.139478e-11,6.164637e-12,50.0
288,0.3209,1.4379,1f,0.6,3,1.010746e-11,6.935258e-12,50.0
289,-0.5189,-0.378,1f,0.6,3,1.287876e-11,6.141587e-12,50.0
290,0.5518,0.3415,1f,0.6,3,1.165008e-11,7.190695e-12,50.0
291,0.29,-0.1841,1f,0.6,3,1.275226e-11,6.902835e-12,50.0
292,0.8485,-0.7446,1f,0.6,3,1.40492e-11,7.520714e-12,50.0
293,-1.2438,0.6697,1f,0.6,3,1.133614e-11,5.468812e-12,50.0
294,0.6131,-1.1911,1f,0.6,3,1.630819e-11,7.257492e-12,50.0
295,0.3824,0.9694,1f,0.6,3,1.074098e-11,7.002551e-12,50.0
296,-1.8849,0.6073,1f,0.6,3,1.075603e-11,5.061117e-12,50.0
297,0.8013,0.2451,1f,0.6,3,1.195785e-11,7.467228e-12,50.0
298,-1.3209,0.8362,1f,0.6,3,1.09451e-11,5.420438e-12,50.0
299,-2.4502,-1.2897,1f,0.6,3,1.571264e-11,4.648246e-12,50.0
300,0.0,0.0,1f,0.6,3,1.291156e-11,6.958228e-12,100.0
301,-0.8014,-0.8294,1f,0.6,3,1.46027e-11,6.195216e-12,100.0
302,-0.2677,0.215,1f,0.6,3,1.24984e-11,6.686024e-12,100.0
303,1.6757,0.8946,1f,0.6,3,1.129388e-11,9.070445e-12,100.0
304,0.2014,1.0447,1f,0.6,3,1.096544e-11,7.178185e-12,100.0
305,-1.7987,2.7742,1f,0.6,3,8.523958e-12,5.363255e-12,100.0
306,0.656,-1.2719,1f,0.6,3,1.605518e-11,7.687475e-12,100.0
307,-0.4937,0.4482,1f,0.6,3,1.19905e-11,6.473159e-12,100.0
308,0.3209,1.4379,1f,0.6,3,1.040376e-11,7.309779e-12,100.0
309,-0.5189,-0.378,1f,0.6,3,1.363756e-11,6.450118e-12,100.0
310,0.5518,0.3415,1f,0.6,3,1.227898e-11,7.56882e-12,100.0
311,0.29,-0.1841,1f,0.6,3,1.319297e-11,7.276264e-12,100.0
312,0.8485,-0.7446,1f,0.6,3,1.458324e-11,7.919391e-12,100.0
313,-1.2438,0.6697,1f,0.6,3,1.148704e-11,5.716368e-12,100.0
314,0.6131,-1.1911,1f,0.6,3,1.585844e-11,7.637713e-12,100.0
315,0.3824,0.9694,1f,0.6,3,1.113564e-11,7.376809e-12,100.0
316,-1.8849,0.6073,1f,0.6,3,1.178137e-11,5.29661e-12,100.0
317,0.8013,0.2451,1f,0.6,3,1.261054e-11,7.862213e-12,100.0
318,-1.3209,0.8362,1f,0.6,3,1.086603e-11,5.666142e-12,100.0
319,-2.4502,-1.2897,1f,0.6,3,1.617297e-11,4.903304e-12,100.0
320,0.0,0.0,1f,0.6,3,1.313074e-11,7.162089e-12,125.0
321,-0.8014,-0.8294,1f,0.6,3,1.499372e-11,6.362377e-12,125.0
322,-0.2677,0.215,1f,0.6,3,1.274415e-11,6.872601e-12,125.0
323,1.6757,0.8946,1f,0.6,3,1.129095e-11,9.359294e-12,125.0
324,0.2014,1.0447,1f,0.6,3,1.126704e-11,7.385334e-12,125.0
325,-1.7987,2.7742,1f,0.6,3,8.802855e-12,5.496521e-12,125.0
326,0.656,-1.2719,1f,0.6,3,1.615838e-11,7.909744e-12,125.0
327,-0.4937,0.4482,1f,0.6,3,1.229063e-11,6.652474e-12,125.0
328,0.3209,1.4379,1f,0.6,3,1.069035e-11,7.519199e-12,125.0
329,-0.5189,-0.378,1f,0.6,3,1.397216e-11,6.625792e-12,125.0
330,0.5518,0.3415,1f,0.6,3,1.251508e-11,7.783587e-12,125.0
331,0.29,-0.1841,1f,0.6,3,1.282243e-11,7.484403e-12,125.0
