,1,2,LoadCap,vdd,number_fin,index,temp,montecarlo_iteration,tphl,tplh,total_power,iint,temper,alter#
189,4.321151336000001,4.765845872,1f,0.6,3,30,15,10,6.04658e-12,1.06453e-11,-1.04257e-08,-6.95047e-16,15,1
190,4.370066928,4.852864388,1f,0.6,3,31,25,1,6.80866e-12,7.64434e-12,-1.06219e-08,-7.0813e-16,25,1
191,4.370806412,4.873612049,1f,0.6,3,32,25,2,6.81966e-12,7.15162e-12,-1.05174e-08,-7.0116e-16,25,1
192,4.333498878,4.850896718,1f,0.6,3,33,25,3,6.24248e-12,7.67605e-12,-1.06825e-08,-7.12167e-16,25,1
193,4.407236791,4.856645244,1f,0.6,3,34,25,4,7.45044e-12,7.56641e-12,-1.06356e-08,-7.09038e-16,25,1
194,4.387795215,4.770993196,1f,0.6,3,35,25,5,7.10551e-12,1.04247e-11,-1.04644e-08,-6.9763e-16,25,1
195,4.327368287,4.944578681,1f,0.6,3,36,25,6,6.1628e-12,5.78906e-12,-1.07051e-08,-7.13677e-16,25,1
196,4.407029602,4.828899174,1f,0.6,3,37,25,7,7.44967e-12,8.31833e-12,-1.04318e-08,-6.9545e-16,25,1
197,4.346317455,4.844399261,1f,0.6,3,38,25,8,6.43847e-12,7.85087e-12,-1.05521e-08,-7.03472e-16,25,1
198,4.486196606,4.846298129,1f,0.6,3,39,25,9,9.18873e-12,7.86277e-12,-1.05498e-08,-7.03321e-16,25,1
199,4.321151336000001,4.765845872,1f,0.6,3,40,25,10,6.05714e-12,1.06074e-11,-1.05791e-08,-7.05273e-16,25,1
200,4.370066928,4.852864388,1f,0.6,3,41,50,1,6.83168e-12,7.70595e-12,-1.07119e-08,-7.14124e-16,50,1
201,4.370806412,4.873612049,1f,0.6,3,42,50,2,6.84356e-12,7.22024e-12,-1.05625e-08,-7.04165e-16,50,1
